"secao","divisao","grupo","classe","subclasse","denominacao"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS","2110600","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS","FABRICAÇÃO DE MEDICAMENTOS PARA USO HUMANO","2121101","FABRICAÇÃO DE MEDICAMENTOS ALOPÁTICOS PARA USO HUMANO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS","FABRICAÇÃO DE MEDICAMENTOS PARA USO HUMANO","2121102","FABRICAÇÃO DE MEDICAMENTOS HOMEOPÁTICOS PARA USO HUMANO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS","FABRICAÇÃO DE MEDICAMENTOS PARA USO HUMANO","2121103","FABRICAÇÃO DE MEDICAMENTOS FITOTERÁPICOS PARA USO HUMANO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS","FABRICAÇÃO DE MEDICAMENTOS PARA USO VETERINÁRIO","2122000","FABRICAÇÃO DE MEDICAMENTOS PARA USO VETERINÁRIO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS","FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS","FABRICAÇÃO DE PREPARAÇÕES FARMACÊUTICAS","2123800","FABRICAÇÃO DE PREPARAÇÕES FARMACÊUTICAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE BORRACHA","FABRICAÇÃO DE PNEUMÁTICOS E DE CÂMARAS-DE-AR","2211100","FABRICAÇÃO DE PNEUMÁTICOS E DE CÂMARAS DE AR"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE BORRACHA","REFORMA DE PNEUMÁTICOS USADOS","2212900","REFORMA DE PNEUMÁTICOS USADOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE BORRACHA","FABRICAÇÃO DE ARTEFATOS DE BORRACHA NÃO ESPECIFICADOS ANTERIORMENTE","2219600","FABRICAÇÃO DE ARTEFATOS DE BORRACHA NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO","FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO","2221800","FABRICAÇÃO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLÁSTICO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO","FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO","2222600","FABRICAÇÃO DE EMBALAGENS DE MATERIAL PLÁSTICO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO","FABRICAÇÃO DE TUBOS E ACESSÓRIOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO","2223400","FABRICAÇÃO DE TUBOS E ACESSÓRIOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO NÃO ESPECIFICADOS ANTERIORMENTE","2229301","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO PESSOAL E DOMÉSTICO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO NÃO ESPECIFICADOS ANTERIORMENTE","2229302","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USOS INDUSTRIAIS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO NÃO ESPECIFICADOS ANTERIORMENTE","2229303","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO, EXCETO TUBOS E ACESSÓRIOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO","FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO NÃO ESPECIFICADOS ANTERIORMENTE","2229399","FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA OUTROS USOS NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE VIDRO E DE PRODUTOS DO VIDRO","FABRICAÇÃO DE EMBALAGENS DE VIDRO","2312500","FABRICAÇÃO DE EMBALAGENS DE VIDRO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE VIDRO E DE PRODUTOS DO VIDRO","FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA","2311700","FABRICAÇÃO DE VIDRO PLANO E DE SEGURANÇA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE VIDRO E DE PRODUTOS DO VIDRO","FABRICAÇÃO DE ARTIGOS DE VIDRO","2319200","FABRICAÇÃO DE ARTIGOS DE VIDRO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE CIMENTO","FABRICAÇÃO DE CIMENTO","2320600","FABRICAÇÃO DE CIMENTO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","2330301","FABRICAÇÃO DE ESTRUTURAS PRÉ MOLDADAS DE CONCRETO ARMADO, EM SÉRIE E SOB ENCOMENDA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","2330302","FABRICAÇÃO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUÇÃO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","2330303","FABRICAÇÃO DE ARTEFATOS DE FIBROCIMENTO PARA USO NA CONSTRUÇÃO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","2330304","FABRICAÇÃO DE CASAS PRÉ MOLDADAS DE CONCRETO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","2330305","PREPARAÇÃO DE MASSA DE CONCRETO E ARGAMASSA PARA CONSTRUÇÃO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","FABRICAÇÃO DE ARTEFATOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES","2330399","FABRICAÇÃO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS REFRATÁRIOS","2341900","FABRICAÇÃO DE PRODUTOS CERÂMICOS REFRATÁRIOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO-REFRATÁRIOS PARA USO ESTRUTURAL NA CONSTRUÇÃO","2342701","FABRICAÇÃO DE AZULEJOS E PISOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO-REFRATÁRIOS PARA USO ESTRUTURAL NA CONSTRUÇÃO","2342702","FABRICAÇÃO DE ARTEFATOS DE CERÂMICA E BARRO COZIDO PARA USO NA CONSTRUÇÃO, EXCETO AZULEJOS E PISOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO-REFRATÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE","2349401","FABRICAÇÃO DE MATERIAL SANITÁRIO DE CERÂMICA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS","FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO-REFRATÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE","2349499","FABRICAÇÃO DE PRODUTOS CERÂMICOS NÃO REFRATÁRIOS NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO E OUTROS TRABALHOS EM PEDRAS","2391501","BRITAMENTO DE PEDRAS, EXCETO ASSOCIADO À EXTRAÇÃO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO E OUTROS TRABALHOS EM PEDRAS","2391502","APARELHAMENTO DE PEDRAS PARA CONSTRUÇÃO, EXCETO ASSOCIADO À EXTRAÇÃO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO E OUTROS TRABALHOS EM PEDRAS","2391503","APARELHAMENTO DE PLACAS E EXECUÇÃO DE TRABALHOS EM MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE CAL E GESSO","2392300","FABRICAÇÃO DE CAL E GESSO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE","2399101","DECORAÇÃO, LAPIDAÇÃO, GRAVAÇÃO, VITRIFICAÇÃO E OUTROS TRABALHOS EM CERÂMICA, LOUÇA, VIDRO E CRISTAL"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE","2399102","FABRICAÇÃO DE ABRASIVOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS","APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS","FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE","2399199","FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO METÁLICOS NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","PRODUÇÃO DE FERRO-GUSA E DE FERROLIGAS","PRODUÇÃO DE FERRO-GUSA","2411300","PRODUÇÃO DE FERRO GUSA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","PRODUÇÃO DE FERRO-GUSA E DE FERROLIGAS","PRODUÇÃO DE FERROLIGAS","2412100","PRODUÇÃO DE FERROLIGAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","SIDERURGIA","PRODUÇÃO DE SEMI-ACABADOS DE AÇO","2421100","PRODUÇÃO DE SEMI ACABADOS DE AÇO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","SIDERURGIA","PRODUÇÃO DE LAMINADOS PLANOS DE AÇO","2422901","PRODUÇÃO DE LAMINADOS PLANOS DE AÇO AO CARBONO, REVESTIDOS OU NÃO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","SIDERURGIA","PRODUÇÃO DE LAMINADOS PLANOS DE AÇO","2422902","PRODUÇÃO DE LAMINADOS PLANOS DE AÇOS ESPECIAIS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","SIDERURGIA","PRODUÇÃO DE LAMINADOS LONGOS DE AÇO","2423701","PRODUÇÃO DE TUBOS DE AÇO SEM COSTURA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","SIDERURGIA","PRODUÇÃO DE LAMINADOS LONGOS DE AÇO","2423702","PRODUÇÃO DE LAMINADOS LONGOS DE AÇO, EXCETO TUBOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","SIDERURGIA","PRODUÇÃO DE RELAMINADOS, TREFILADOS E PERFILADOS DE AÇO","2424502","PRODUÇÃO DE RELAMINADOS, TREFILADOS E PERFILADOS DE AÇO, EXCETO ARAMES"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","SIDERURGIA","PRODUÇÃO DE RELAMINADOS, TREFILADOS E PERFILADOS DE AÇO","2424501","PRODUÇÃO DE ARAMES DE AÇO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","PRODUÇÃO DE TUBOS DE AÇO, EXCETO TUBOS SEM COSTURA","PRODUÇÃO DE CANOS E TUBOS COM COSTURA","2431800","PRODUÇÃO DE TUBOS DE AÇO COM COSTURA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","PRODUÇÃO DE TUBOS DE AÇO, EXCETO TUBOS SEM COSTURA","PRODUÇÃO DE OUTROS TUBOS DE FERRO E AÇO","2439300","PRODUÇÃO DE OUTROS TUBOS DE FERRO E AÇO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DO ALUMÍNIO E SUAS LIGAS","2441501","PRODUÇÃO DE ALUMÍNIO E SUAS LIGAS EM FORMAS PRIMÁRIAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DO ALUMÍNIO E SUAS LIGAS","2441502","PRODUÇÃO DE LAMINADOS DE ALUMÍNIO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DOS METAIS PRECIOSOS","2442300","METALURGIA DOS METAIS PRECIOSOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DO COBRE","2443100","METALURGIA DO COBRE"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DOS METAIS NÃO-FERROSOS E SUAS LIGAS NÃO ESPECIFICADOS ANTERIORMENTE","2449101","PRODUÇÃO DE ZINCO EM FORMAS PRIMÁRIAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DOS METAIS NÃO-FERROSOS E SUAS LIGAS NÃO ESPECIFICADOS ANTERIORMENTE","2449102","PRODUÇÃO DE LAMINADOS DE ZINCO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DOS METAIS NÃO-FERROSOS E SUAS LIGAS NÃO ESPECIFICADOS ANTERIORMENTE","2449103","FABRICAÇÃO DE ÂNODOS PARA GALVANOPLASTIA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","METALURGIA DOS METAIS NÃO-FERROSOS","METALURGIA DOS METAIS NÃO-FERROSOS E SUAS LIGAS NÃO ESPECIFICADOS ANTERIORMENTE","2449199","METALURGIA DE OUTROS METAIS NÃO FERROSOS E SUAS LIGAS NÃO ESPECIFICADOS ANTERIORMENTE"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","FUNDIÇÃO","FUNDIÇÃO DE FERRO E AÇO","2451200","FUNDIÇÃO DE FERRO E AÇO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","METALURGIA","FUNDIÇÃO","FUNDIÇÃO DE METAIS NÃO-FERROSOS E SUAS LIGAS","2452100","FUNDIÇÃO DE METAIS NÃO FERROSOS E SUAS LIGAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE ESTRUTURAS METÁLICAS E OBRAS DE CALDEIRARIA PESADA","FABRICAÇÃO DE ESTRUTURAS METÁLICAS","2511000","FABRICAÇÃO DE ESTRUTURAS METÁLICAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE ESTRUTURAS METÁLICAS E OBRAS DE CALDEIRARIA PESADA","FABRICAÇÃO DE ESQUADRIAS DE METAL","2512800","FABRICAÇÃO DE ESQUADRIAS DE METAL"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE ESTRUTURAS METÁLICAS E OBRAS DE CALDEIRARIA PESADA","FABRICAÇÃO DE OBRAS DE CALDEIRARIA PESADA","2513600","FABRICAÇÃO DE OBRAS DE CALDEIRARIA PESADA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS","FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL","2521700","FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS","FABRICAÇÃO DE CALDEIRAS GERADORAS DE VAPOR, EXCETO PARA AQUECIMENTO CENTRAL E PARA VEÍCULOS","2522500","FABRICAÇÃO DE CALDEIRAS GERADORAS DE VAPOR, EXCETO PARA AQUECIMENTO CENTRAL E PARA VEÍCULOS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS","PRODUÇÃO DE FORJADOS DE AÇO E DE METAIS NÃO-FERROSOS E SUAS LIGAS","2531401","PRODUÇÃO DE FORJADOS DE AÇO"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS","PRODUÇÃO DE FORJADOS DE AÇO E DE METAIS NÃO-FERROSOS E SUAS LIGAS","2531402","PRODUÇÃO DE FORJADOS DE METAIS NÃO FERROSOS E SUAS LIGAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS","PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL; METALURGIA DO PÓ","2532201","PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS","PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL; METALURGIA DO PÓ","2532202","METALURGIA DO PÓ"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS","SERVIÇOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS","2539001","SERVIÇOS DE USINAGEM, TORNEARIA E SOLDA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FORJARIA, ESTAMPARIA, METALURGIA DO PÓ E SERVIÇOS DE TRATAMENTO DE METAIS","SERVIÇOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS","2539002","SERVIÇOS DE TRATAMENTO E REVESTIMENTO EM METAIS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE ARTIGOS DE CUTELARIA, DE SERRALHERIA E FERRAMENTAS","FABRICAÇÃO DE ARTIGOS DE CUTELARIA","2541100","FABRICAÇÃO DE ARTIGOS DE CUTELARIA"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE ARTIGOS DE CUTELARIA, DE SERRALHERIA E FERRAMENTAS","FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS","2542000","FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS"
"INDÚSTRIAS DE TRANSFORMAÇÃO","FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS  E EQUIPAMENTOS","FABRICAÇÃO DE ARTIGOS DE CUTELARIA, DE SERRALHERIA E FERRAMENTAS","FABRICAÇÃO DE FERRAMENTAS","2543800","FABRICAÇÃO DE FERRAMENTAS"
